LOAN_ID,GENDER,MARRIED,DEPENDENTS,EDUCATION,SELF_EMPLOYED,APPLICANTINCOME,COAPPLICANTINCOME,LOANAMOUNT,LOAN_AMOUNT_TERM,CREDIT_HISTORY,PROPERTY_AREA,LOAN_STATUS,TOTALINCOME
LP002842,Male,Yes,1,Graduate,No,3417,1750,186.0,360.0,1.0,Urban,1,5167
LP002847,Male,Yes,0,Graduate,No,5116,1451,165.0,360.0,0.0,Urban,0,6567
LP002855,Male,Yes,2,Graduate,No,16666,0,275.0,360.0,1.0,Urban,1,16666
LP002862,Male,Yes,2,Not Graduate,No,6125,1625,187.0,480.0,1.0,Semiurban,0,7750
LP002863,Male,Yes,3,Graduate,No,6406,0,150.0,360.0,1.0,Semiurban,0,6406
LP002868,Male,Yes,2,Graduate,No,3159,461,108.0,84.0,1.0,Urban,1,3620
LP002872,Male,Yes,0,Graduate,No,3087,2210,136.0,360.0,0.0,Semiurban,0,5297
LP002874,Male,No,0,Graduate,No,3229,2739,110.0,360.0,1.0,Urban,1,5968
LP002877,Male,Yes,1,Graduate,No,1782,2232,107.0,360.0,1.0,Rural,1,4014
LP002888,Male,No,0,Graduate,No,3182,2917,161.0,360.0,1.0,Urban,1,6099
LP002892,Male,Yes,2,Graduate,No,6540,0,205.0,360.0,1.0,Semiurban,1,6540
LP002893,Male,No,0,Graduate,No,1836,33837,90.0,360.0,1.0,Urban,0,35673
LP002894,Female,Yes,0,Graduate,No,3166,0,36.0,360.0,1.0,Semiurban,1,3166
LP002898,Male,Yes,1,Graduate,No,1880,0,61.0,360.0,1.0,Rural,0,1880
LP002911,Male,Yes,1,Graduate,No,2787,1917,146.0,360.0,0.0,Rural,0,4704
LP002912,Male,Yes,1,Graduate,No,4283,3000,172.0,84.0,1.0,Rural,0,7283
LP002916,Male,Yes,0,Graduate,No,2297,1522,104.0,360.0,1.0,Urban,1,3819
LP002917,Female,No,0,Not Graduate,No,2165,0,70.0,360.0,1.0,Semiurban,1,2165
LP002925,Male,No,0,Graduate,No,4750,0,94.0,360.0,1.0,Semiurban,1,4750
LP002926,Male,Yes,2,Graduate,Yes,2726,0,106.0,360.0,0.0,Semiurban,0,2726
LP002928,Male,Yes,0,Graduate,No,3000,3416,56.0,180.0,1.0,Semiurban,1,6416
LP002931,Male,Yes,2,Graduate,Yes,6000,0,205.0,240.0,1.0,Semiurban,0,6000
LP002933,Male,No,3,Graduate,Yes,9357,0,292.0,360.0,1.0,Semiurban,1,9357
LP002936,Male,Yes,0,Graduate,No,3859,3300,142.0,180.0,1.0,Rural,1,7159
LP002938,Male,Yes,0,Graduate,Yes,16120,0,260.0,360.0,1.0,Urban,1,16120
LP002940,Male,No,0,Not Graduate,No,3833,0,110.0,360.0,1.0,Rural,1,3833
LP002941,Male,Yes,2,Not Graduate,Yes,6383,1000,187.0,360.0,1.0,Rural,0,7383
LP002943,Male,No,0,Graduate,No,2987,0,88.0,360.0,0.0,Semiurban,0,2987
LP002945,Male,Yes,0,Graduate,Yes,9963,0,180.0,360.0,1.0,Rural,1,9963
LP002948,Male,Yes,2,Graduate,No,5780,0,192.0,360.0,1.0,Urban,1,5780
LP002949,Female,No,3,Graduate,No,416,41667,350.0,180.0,1.0,Urban,0,42083
LP002950,Male,Yes,0,Not Graduate,No,2894,2792,155.0,360.0,1.0,Rural,1,5686
LP002953,Male,Yes,3,Graduate,No,5703,0,128.0,360.0,1.0,Urban,1,5703
LP002958,Male,No,0,Graduate,No,3676,4301,172.0,360.0,1.0,Rural,1,7977
LP002959,Female,Yes,1,Graduate,No,12000,0,496.0,360.0,1.0,Semiurban,1,12000
LP002960,Male,Yes,0,Not Graduate,No,2400,3800,128.0,180.0,1.0,Urban,0,6200
LP002961,Male,Yes,1,Graduate,No,3400,2500,173.0,360.0,1.0,Semiurban,1,5900
LP002964,Male,Yes,2,Not Graduate,No,3987,1411,157.0,360.0,1.0,Rural,1,5398
LP002974,Male,Yes,0,Graduate,No,3232,1950,108.0,360.0,1.0,Rural,1,5182
LP002978,Female,No,0,Graduate,No,2900,0,71.0,360.0,1.0,Rural,1,2900
LP002979,Male,Yes,3,Graduate,No,4106,0,40.0,180.0,1.0,Rural,1,4106
LP002983,Male,Yes,1,Graduate,No,8072,240,253.0,360.0,1.0,Urban,1,8312
LP002984,Male,Yes,2,Graduate,No,7583,0,187.0,360.0,1.0,Urban,1,7583
LP002990,Female,No,0,Graduate,Yes,4583,0,133.0,360.0,0.0,Semiurban,0,4583
